rank,username,followerCount,score,signalScore,noisePoints,totalEngagement,engagementRate,averageEngagementPerPost
6694,Cooks_nft,3939,8.28,8.23,0.05,0,0,0
6695,itshaniii7,3029,8.27,8.18,0.09,0,0,0
6696,dinotif,13075,8.27,7.55,0.72,0,0,0
6697,0x_latte,8587,8.27,7.4,0.86,0,0,0
6698,AdeyemiAlaafin1,5570,8.25,8.13,0.12,0,0,0
6699,btcyuanshuai,5211,8.25,4.95,3.29,0,0,0
6700,JacobCubby,3218,8.24,8.15,0.09,0,0,0
6701,SneakyninjaNFTs,77218,8.24,7.93,0.31,0,0,0
6702,afixyz,3278,8.24,8.18,0.05,0,0,0
6703,LongYU7777,3614,8.23,6.4,1.82,0,0,0
6704,Jabedan1,9750,8.2,8.11,0.09,0,0,0
6705,JHYBO07,5693,8.2,8.08,0.13,0,0,0
6706,johnsavage_eth,16654,8.2,8.12,0.08,0,0,0
6707,Bocsta1,6432,8.19,8.07,0.12,0,0,0
6708,tinhs2cop,3271,8.19,8.1,0.09,0,0,0
6709,championblue19,3515,8.19,8.05,0.14,0,0,0
6710,jakefromweb3,30692,8.18,7.58,0.6,0,0,0
6711,DeFi3053,3270,8.18,8.15,0.03,0,0,0
6712,liyinjyun,10140,8.18,5.1,3.08,0,0,0
6713,TommyWorldPower,27379,8.18,8.0,0.18,0,0,0
6714,FUGUIHK,33901,8.18,5.56,2.62,0,0,0
6715,rickawsb,127929,8.17,5.33,2.84,0,0,0
6716,evan_van_ness,126684,8.17,7.87,0.3,0,0,0
6717,Doc_Mukti,4377,8.17,8.05,0.12,0,0,0
6718,888marui,28202,8.16,7.38,0.77,0,0,0
6719,kingmaker0_1,3357,8.15,8.05,0.11,0,0,0
6720,blind_leaf,2585,8.15,7.94,0.21,0,0,0
6721,bizhanakh,9745,8.15,8.09,0.06,0,0,0
6722,ogbonnafc,2783,8.15,8.11,0.04,0,0,0
6723,youngdreadgod,3744,8.15,8.04,0.11,0,0,0
6724,hoangthitra1956,2566,8.15,7.96,0.18,0,0,0
6725,KiritoI2day,15423,8.14,7.93,0.21,0,0,0
6726,TheNextDotGames,8240,8.14,8.02,0.12,0,0,0
6727,DaM_1en,3267,8.13,7.84,0.29,0,0,0
6728,spacemandev,4255,8.13,8.06,0.07,0,0,0
6729,0xHelen1018,29676,8.12,4.95,3.16,0,0,0
6730,MonDrop_,6189,8.11,7.7,0.41,0,0,0
6731,0xViinz,4734,8.1,8.0,0.11,0,0,0
6732,goatysteve1,5936,8.1,7.91,0.19,0,0,0
6733,Nazarick_eth,42503,8.1,5.17,2.92,0,0,0
6734,zmushiez,3511,8.08,8.0,0.08,0,0,0
6735,Adambak22324050,2910,8.07,7.99,0.08,0,0,0
6736,realWJSX,3626,8.07,7.96,0.11,0,0,0
6737,SolanaBrotherss,5679,8.07,7.74,0.33,0,0,0
6738,elisthesniper,5956,8.07,6.9,1.16,0,0,0
6739,adekolatty,4146,8.06,7.97,0.09,0,0,0
6740,TraderX0X,4828,8.06,7.95,0.11,0,0,0
6741,pachnoc,3543,8.05,7.95,0.1,0,0,0
6742,JamezSpeaks,5498,8.05,7.89,0.16,0,0,0
6743,SPACEracerX,4091,8.03,7.97,0.06,0,0,0
6744,el_zahrr,3435,8.03,7.94,0.08,0,0,0
6745,GabeMoncayoNFT,3943,8.01,7.94,0.07,0,0,0
6746,jasonzeppelli,3440,8.01,7.43,0.58,0,0,0
6747,white_sunset,3086,8.01,7.93,0.08,0,0,0
6748,Sourav07S,3011,8.01,7.95,0.06,0,0,0
6749,UncleRy_,4552,8.0,7.85,0.16,0,0,0
6750,kaytrenches,2765,8.0,7.96,0.04,0,0,0
6751,wlgns5388,2721,8.0,4.43,3.57,0,0,0
6752,RalphQuintero,21495,7.98,7.86,0.12,0,0,0
6753,gulo_research,3885,7.97,7.8,0.17,0,0,0
6754,irsyahtra,3206,7.97,7.85,0.11,0,0,0
6755,Yamatoeth,3702,7.95,7.37,0.59,0,0,0
6756,ungiofficial,3046,7.95,7.91,0.05,0,0,0
6757,MaraCakeHotSale,4948,7.95,5.9,2.05,0,0,0
6758,olgamirankova,4776,7.94,7.91,0.03,0,0,0
6759,milon9830,9583,7.93,7.83,0.09,0,0,0
6760,IncomeBDPro1,2647,7.92,7.86,0.05,0,0,0
6761,zizhong999,22464,7.92,4.12,3.8,0,0,0
6762,BadboyRotimzy,5091,7.91,7.72,0.18,0,0,0
6763,0xethbeta,8093,7.9,7.86,0.04,0,0,0
6764,HANS_SOL_OG,5694,7.9,7.86,0.04,0,0,0
6765,Cilarichah,11084,7.9,7.83,0.07,0,0,0
6766,0xChar,1063013,7.9,7.39,0.51,0,0,0
6767,Blinder1ke,4099,7.9,7.7,0.19,0,0,0
6768,GezenEth,3761,7.89,7.53,0.36,0,0,0
6769,Bucodafemtos,2532,7.89,7.84,0.04,0,0,0
6770,0xrizaldi,3504,7.88,7.78,0.11,0,0,0
6771,HiraMony248,9905,7.88,7.82,0.06,0,0,0
6772,A1111bab,2540,7.88,4.51,3.37,0,0,0
6773,bv99z,36227,7.87,5.23,2.64,0,0,0
6774,badon_tiizzy,5423,7.87,7.76,0.11,0,0,0
6775,kaylacardillo,9399,7.86,7.69,0.17,0,0,0
6776,ahonaqueen,9866,7.86,7.79,0.07,0,0,0
6777,23788w,20057,7.86,4.89,2.97,0,0,0
6778,notfadeking,4712,7.86,7.71,0.14,0,0,0
6779,0the3rsid3,3246,7.84,7.79,0.05,0,0,0
6780,QuantumJackson,8257,7.84,7.47,0.36,0,0,0
6781,mythr_0,3389,7.83,7.62,0.22,0,0,0
6782,_Syshub,13425,7.83,7.69,0.14,0,0,0
6783,offroadmann,2753,7.83,7.73,0.1,0,0,0
6784,0xMultijet,12553,7.83,5.92,1.91,0,0,0
6785,ZF_lab,103735,7.82,3.91,3.91,0,0,0
6786,NFTCPS,53384,7.81,4.51,3.3,0,0,0
6787,Aniefon_,3439,7.8,7.75,0.05,0,0,0
6788,insects_wtf,49919,7.79,5.64,2.16,0,0,0
6789,ChuDuyTung,3229,7.78,7.61,0.17,0,0,0
6790,NickNice100293,5057,7.78,7.57,0.21,0,0,0
6791,DegenAllinBTC,5414,7.78,4.52,3.26,0,0,0
6792,Sunnis333,3320,7.77,7.74,0.03,0,0,0
6793,leomerchant_eth,23064,7.77,7.74,0.03,0,0,0
6794,kenbjt,4021,7.77,7.52,0.25,0,0,0
6795,0xpipi,18877,7.76,7.62,0.14,0,0,0
6796,kangmurphy,3111,7.75,4.74,3.01,0,0,0
6797,Reem_al_qaisy,2499,7.75,7.73,0.02,0,0,0
6798,royal_t_online,3067,7.75,7.63,0.12,0,0,0
6799,naeelsana,9399,7.74,7.68,0.06,0,0,0
6800,0xjesus,10105,7.73,7.06,0.67,0,0,0
6801,songonchain,4443,7.73,7.49,0.24,0,0,0
6802,AltaisNFT,51936,7.73,5.85,1.88,0,0,0
6803,Chrixprime,2638,7.73,7.64,0.09,0,0,0
6804,SimpsonStonk,3011,7.73,7.7,0.02,0,0,0
6805,Cryptodaily_ann,27780,7.73,7.43,0.29,0,0,0
6806,rangeblue_,8583,7.72,5.95,1.77,0,0,0
6807,RoyaleWeb3,27029,7.72,7.4,0.32,0,0,0
6808,mdudas,180015,7.72,7.3,0.42,0,0,0
6809,callmesethoshi,5555,7.71,7.54,0.17,0,0,0
6810,SolomonWonah,5902,7.7,7.63,0.07,0,0,0
6811,okuskin,3135,7.7,7.51,0.19,0,0,0
6812,mbarutcuART,9528,7.7,7.55,0.15,0,0,0
6813,0xwolf0,40908,7.7,5.16,2.53,0,0,0
6814,Heendrix_,5619,7.69,7.63,0.06,0,0,0
6815,KuyaBalapan,8970,7.69,7.45,0.23,0,0,0
6816,chnwi323859,2690,7.68,6.34,1.33,0,0,0
6817,chezzz02,2853,7.67,7.64,0.03,0,0,0
6818,Mash69420,3414,7.67,7.62,0.04,0,0,0
6819,heaven666ETH,2640,7.67,7.6,0.06,0,0,0
6820,ahmanikdu47,4389,7.66,7.53,0.13,0,0,0
6821,TownProtocol,7909,7.66,7.58,0.07,0,0,0
6822,leovillani17,2559,7.65,7.51,0.14,0,0,0
6823,zakalwe_x,3655,7.65,7.58,0.07,0,0,0
6824,gaofei52100,7353,7.64,7.5,0.15,0,0,0
6825,nymcards,2810,7.64,7.56,0.08,0,0,0
6826,Deadpolaroidz,2788,7.63,7.59,0.05,0,0,0
6827,st3phdoteth,9004,7.63,7.41,0.23,0,0,0
6828,leonZR4,94249,7.62,3.61,4.01,0,0,0
6829,TheRealItzWeed,2773,7.61,7.56,0.05,0,0,0
6830,VinyFerraz_br,5036,7.6,7.4,0.2,0,0,0
6831,alex14813,2653,7.6,7.55,0.05,0,0,0
6832,mercenary_alex,9546,7.6,7.31,0.28,0,0,0
6833,narnia_sol,2511,7.59,7.19,0.4,0,0,0
6834,l3yum,7550,7.59,7.46,0.13,0,0,0
6835,rich_adul,11303,7.59,6.7,0.89,0,0,0
6836,YelowMc,8882,7.59,5.22,2.37,0,0,0
6837,iamashim999,2680,7.59,7.56,0.03,0,0,0
6838,TianCi_Club,59662,7.59,4.6,2.98,0,0,0
6839,konop,7142,7.58,7.52,0.06,0,0,0
6840,cryptoodefi,3052,7.54,7.43,0.11,0,0,0
6841,berrydotx,3208,7.54,7.35,0.19,0,0,0
6842,TweetsbyXV,5054,7.52,7.17,0.35,0,0,0
6843,nguyenkhoe1905,3854,7.52,7.4,0.12,0,0,0
6844,0xBclub,129610,7.51,5.54,1.97,0,0,0
6845,Lin55260739,6173,7.5,7.01,0.49,0,0,0
6846,DongweiH87593,3529,7.49,6.21,1.29,0,0,0
6847,99Paiin,2501,7.49,7.46,0.03,0,0,0
6848,ZDarkShadeZ,3903,7.49,7.31,0.17,0,0,0
6849,aymdoteth,2697,7.48,7.44,0.04,0,0,0
6850,loex1113,29165,7.47,3.69,3.78,0,0,0
6851,makerf_03,20443,7.47,4.69,2.78,0,0,0
6852,meekah262696,2734,7.46,7.28,0.18,0,0,0
6853,0xJZhao,7234,7.46,7.36,0.11,0,0,0
6854,flshishir,6784,7.46,7.27,0.19,0,0,0
6855,madamayoartss,3812,7.45,7.08,0.37,0,0,0
6856,Metabape,22792,7.45,4.01,3.44,0,0,0
6857,Bonnymann,5054,7.45,7.38,0.07,0,0,0
6858,begottenhickory,4716,7.44,7.3,0.14,0,0,0
6859,Bobilleth,3521,7.43,7.38,0.05,0,0,0
6860,Carson_Gadget,8593,7.43,7.12,0.31,0,0,0
6861,dilrong_,2649,7.41,5.76,1.66,0,0,0
6862,birataturkcu88,7911,7.41,7.12,0.29,0,0,0
6863,Tonny_Hd,2823,7.39,7.33,0.06,0,0,0
6864,ObiWanDinobi,2542,7.39,7.29,0.1,0,0,0
6865,tesla_1000,3678,7.39,6.02,1.36,0,0,0
6866,SecretoDefi,41681,7.38,4.23,3.15,0,0,0
6867,witty014,3208,7.37,7.31,0.06,0,0,0
6868,phantomtrader_1,2800,7.37,7.28,0.09,0,0,0
6869,Wynneing,4063,7.37,7.32,0.05,0,0,0
6870,kai_nft__,3361,7.37,7.32,0.04,0,0,0
6871,SuperRare,335615,7.36,6.73,0.63,0,0,0
6872,davidrgoldberg,16633,7.35,7.28,0.08,0,0,0
6873,LTC20_IDLT,3774,7.34,4.39,2.96,0,0,0
6874,0xxfrt,4658,7.34,6.89,0.44,0,0,0
6875,0xleegend,2722,7.33,7.08,0.25,0,0,0
6876,15961152wer,3622,7.32,6.32,1.01,0,0,0
6877,mrexitliquidity,3546,7.32,7.29,0.03,0,0,0
6878,sowhatsmyname_,14143,7.32,7.1,0.23,0,0,0
6879,Hesjmax,2758,7.32,7.28,0.05,0,0,0
6880,EastBlkOligark,4155,7.32,7.19,0.13,0,0,0
6881,yn_btc,6324,7.31,6.64,0.67,0,0,0
6882,xiaomaolumao,3294,7.3,4.94,2.36,0,0,0
6883,0xLukeWarm,5500,7.29,7.25,0.05,0,0,0
6884,bobbyemmy033,3121,7.29,7.24,0.05,0,0,0
6885,williams_jay100,5772,7.28,7.18,0.1,0,0,0
6886,sierrapahl,3241,7.28,7.2,0.08,0,0,0
6887,c0inb_eth,4190,7.28,7.19,0.09,0,0,0
6888,leilanibabiez,6791,7.27,7.12,0.15,0,0,0
6889,broadwatermgmt,72774,7.27,7.09,0.18,0,0,0
6890,WillisP90,2901,7.27,7.23,0.03,0,0,0
6891,Lazaddy,12101,7.27,6.93,0.33,0,0,0
6892,floozi_official,2731,7.27,7.08,0.18,0,0,0
6893,xthur_eth,5455,7.27,7.04,0.23,0,0,0
6894,taozihaoll,13191,7.26,4.15,3.1,0,0,0
6895,Crypto_326,10403,7.26,6.84,0.42,0,0,0
6896,Bingzieryi,4089,7.25,6.21,1.05,0,0,0
6897,fafex,2562,7.25,7.16,0.09,0,0,0
6898,SatoshixDreams,16749,7.25,7.1,0.15,0,0,0
6899,KingGokGunzer,2561,7.23,7.15,0.08,0,0,0
6900,LazThe01,3991,7.22,7.09,0.14,0,0,0
6901,crayfsh,3174,7.22,7.18,0.04,0,0,0
6902,BokepIGOz,6761,7.2,7.16,0.04,0,0,0
6903,iKEOrizu,4265,7.2,7.05,0.15,0,0,0
6904,TRONNIE_,3332,7.2,7.13,0.07,0,0,0
6905,mdashik46a,3350,7.2,7.16,0.03,0,0,0
6906,_LRSN,5434,7.2,6.98,0.22,0,0,0
6907,HunhVnnh9,5065,7.18,7.11,0.07,0,0,0
6908,Btcxz888,32275,7.17,3.81,3.36,0,0,0
6909,BeerMagician,3812,7.17,7.11,0.06,0,0,0
6910,Yiyixmb,115969,7.16,6.19,0.97,0,0,0
6911,dernitall,5612,7.16,7.06,0.1,0,0,0
6912,MediocreCEO,3040,7.15,6.93,0.22,0,0,0
6913,Big_Tea_Rice,14351,7.15,5.12,2.03,0,0,0
6914,emmanuel1_og,3043,7.15,7.1,0.05,0,0,0
6915,theogpiklo,3201,7.15,7.09,0.06,0,0,0
6916,purplepanda247,3154,7.14,7.07,0.07,0,0,0
6917,Glyster_,12638,7.14,7.08,0.06,0,0,0
6918,AdrianaCrosing,19991,7.12,4.09,3.03,0,0,0
6919,aFangYuan,72650,7.12,3.92,3.2,0,0,0
6920,sparkcommunity6,3142,7.12,6.74,0.37,0,0,0
6921,llst_vnll,2949,7.1,7.06,0.04,0,0,0
6922,apecqq,4331,7.09,6.64,0.45,0,0,0
6923,Rjofficialearn,2930,7.09,6.73,0.36,0,0,0
6924,OLAJUWANLO,2251,7.08,6.99,0.08,0,0,0
6925,sunominq,2579,7.06,5.67,1.39,0,0,0
6926,PhiTran35008856,2963,7.06,7.03,0.03,0,0,0
6927,Ape56ETH,5860,7.05,6.98,0.07,0,0,0
6928,bobini22,6157,7.05,6.93,0.11,0,0,0
6929,TheACKx,5205,7.05,6.29,0.75,0,0,0
6930,cgrace1998,3047,7.05,6.96,0.09,0,0,0
6931,trislit,3086,7.05,7.01,0.04,0,0,0
6932,Paldo_Crypto,3169,7.05,7.0,0.04,0,0,0
6933,KaufiBreak,2993,7.04,6.94,0.1,0,0,0
6934,NFTherder,44920,7.04,6.73,0.31,0,0,0
6935,kenobi1st,10591,7.04,5.6,1.43,0,0,0
6936,0xUnderdoge,7591,7.03,6.98,0.06,0,0,0
6937,ausdemaus,13649,7.03,6.75,0.28,0,0,0
6938,billionbuoy,24629,7.03,6.43,0.6,0,0,0
6939,kpekerx,3326,7.03,6.96,0.07,0,0,0
6940,cc0mfer,3783,7.02,6.8,0.22,0,0,0
6941,OrdSpike,6493,7.02,6.82,0.2,0,0,0
6942,Fairyclub777,81345,7.02,4.11,2.91,0,0,0
6943,Te_WHApapa,7388,7.02,6.87,0.15,0,0,0
6944,eluxeey,4594,7.02,6.94,0.08,0,0,0
6945,jp_kwatrokantos,2980,7.01,6.8,0.22,0,0,0
6946,goodlucky1110,51125,7.01,3.31,3.7,0,0,0
6947,CaglahanEth,23586,7.01,5.57,1.44,0,0,0
6948,Khanbhai3786,18034,6.99,6.91,0.08,0,0,0
6949,SpicerQQ,9026,6.98,6.88,0.1,0,0,0
6950,sridarwanto,6396,6.98,6.85,0.14,0,0,0
6951,MischiefHaze,4504,6.98,6.8,0.18,0,0,0
6952,crypt0xhub,5983,6.98,6.74,0.24,0,0,0
6953,FundyApe3659,5137,6.98,6.78,0.19,0,0,0
6954,oluwatoyosi_01,7825,6.97,6.86,0.11,0,0,0
6955,Cryptomethod,3013,6.97,6.9,0.06,0,0,0
6956,felchou_eth,9007,6.97,5.55,1.42,0,0,0
6957,0xMeow0130,10548,6.97,5.47,1.5,0,0,0
6958,thenftagency,2816,6.95,6.72,0.23,0,0,0
6959,two3oh2,3459,6.95,6.89,0.05,0,0,0
6960,MigL000,4643,6.94,6.77,0.17,0,0,0
6961,tbl0ck,6768,6.94,6.88,0.05,0,0,0
6962,fg0devil,3099,6.93,6.86,0.06,0,0,0
6963,TheMadDrLazarus,2630,6.92,6.86,0.06,0,0,0
6964,weezysqueezyy,4666,6.92,6.75,0.17,0,0,0
6965,JBAmelia1,3592,6.92,5.69,1.23,0,0,0
6966,Meta888_hk,7434,6.91,2.96,3.95,0,0,0
6967,0xYy_7,6933,6.91,5.28,1.63,0,0,0
6968,HeesMerced,6008,6.9,6.86,0.04,0,0,0
6969,sweet919268,26307,6.9,3.57,3.33,0,0,0
6970,moosea_eth,9139,6.88,6.73,0.16,0,0,0
6971,PGONE_Crypto,9381,6.87,3.03,3.84,0,0,0
6972,TrungTranNft,3946,6.87,6.74,0.13,0,0,0
6973,xiaoman1188,27765,6.86,3.51,3.35,0,0,0
6974,Zennxz,3658,6.85,6.65,0.2,0,0,0
6975,TomekYTC,31611,6.85,6.57,0.28,0,0,0
6976,DOOMbotMask,10406,6.85,6.74,0.11,0,0,0
6977,FomoWizzy,7314,6.84,6.76,0.08,0,0,0
6978,mateseokha,3493,6.83,6.74,0.09,0,0,0
6979,Vasalevsky,8240,6.83,6.78,0.05,0,0,0
6980,CS_Don11,16219,6.82,3.23,3.59,0,0,0
6981,PudgyPsyduck,5523,6.82,6.78,0.04,0,0,0
6982,showluke1,3677,6.81,3.12,3.69,0,0,0
6983,Magicmoney42069,2553,6.8,6.75,0.06,0,0,0
6984,HIR0_at,6105,6.8,6.4,0.4,0,0,0
6985,ZoopaETH,7035,6.8,6.77,0.03,0,0,0
6986,mugatu_eth,3005,6.8,6.77,0.03,0,0,0
6987,johnlekky,3837,6.79,6.76,0.03,0,0,0
6988,doc_noonoo,4172,6.79,6.69,0.1,0,0,0
6989,chenzi28384497,39158,6.79,4.2,2.59,0,0,0
6990,duongoverload,3152,6.78,6.32,0.46,0,0,0
6991,Itscryptobird,4915,6.78,6.73,0.05,0,0,0
6992,0x1hockeynut,6485,6.78,6.64,0.14,0,0,0
6993,nimotheee,2668,6.78,6.73,0.04,0,0,0
6994,ZKSgu,44539,6.77,3.94,2.83,0,0,0
6995,CryptoYY6,26915,6.77,3.78,2.99,0,0,0
6996,HDN_sol,11671,6.76,6.65,0.1,0,0,0
6997,BabyCoby_,5134,6.76,6.72,0.04,0,0,0
6998,idcryp_to,27748,6.75,6.47,0.28,0,0,0
6999,illezoETH,3841,6.75,6.64,0.1,0,0,0
7000,dxnyanweb3,2249,6.74,6.71,0.03,0,0,0
7001,BoredRiko,4085,6.74,6.66,0.08,0,0,0
7002,meyairdrops,16049,6.72,6.57,0.15,0,0,0
7003,zhu07222,2407,6.71,5.15,1.57,0,0,0
7004,JoeDiGiovanni7,25426,6.71,6.61,0.1,0,0,0
7005,KhiemBNB,3922,6.71,6.43,0.28,0,0,0
7006,VTdrummer,6040,6.7,6.59,0.12,0,0,0
7007,OmoDMX,3134,6.7,6.54,0.16,0,0,0
7008,LadyGarmiya,3078,6.69,6.53,0.16,0,0,0
7009,thepantherplus,4052,6.69,6.52,0.16,0,0,0
7010,tayl0rnelson,3726,6.68,6.6,0.09,0,0,0
7011,IjussWokeUp_Doe,2874,6.68,6.61,0.07,0,0,0
7012,its_krishh_,5145,6.68,6.61,0.07,0,0,0
7013,RaV1357924680,3310,6.68,6.63,0.05,0,0,0
7014,huangyu31085955,5626,6.68,4.66,2.02,0,0,0
7015,LuizHeitorr,2672,6.67,6.5,0.17,0,0,0
7016,lilykuma_S2_,3573,6.67,3.68,2.99,0,0,0
7017,TheScoopEth,4560,6.66,6.61,0.04,0,0,0
7018,mike19492914,3184,6.66,6.62,0.04,0,0,0
7019,MdRehan05,2506,6.65,6.62,0.03,0,0,0
7020,longgelaileo,2732,6.65,6.6,0.05,0,0,0
7021,huntersolaire_,28364,6.64,6.27,0.37,0,0,0
7022,vibetoshi,7531,6.63,6.47,0.16,0,0,0
7023,lipengyouup,10379,6.63,5.81,0.81,0,0,0
7024,TPan____,4777,6.62,6.58,0.05,0,0,0
7025,_daxian,14150,6.62,3.67,2.95,0,0,0
7026,mahendr75332430,3111,6.62,6.35,0.26,0,0,0
7027,syk233,22254,6.61,3.71,2.9,0,0,0
7028,smqclaske,53640,6.61,4.17,2.44,0,0,0
7029,soucapi,3133,6.6,6.4,0.2,0,0,0
7030,JOJO_cryptoinfo,5856,6.59,5.49,1.1,0,0,0
7031,FrenchieNFTeam,12799,6.59,4.33,2.26,0,0,0
7032,SEA8A55,5050,6.59,6.56,0.03,0,0,0
7033,0necsbanz,5015,6.58,6.54,0.04,0,0,0
7034,ToneAce561,10084,6.58,6.51,0.07,0,0,0
7035,0Sa1man,5734,6.58,6.52,0.06,0,0,0
7036,Newneys,2686,6.57,6.29,0.28,0,0,0
7037,SamuelRunnacles,54563,6.56,6.23,0.33,0,0,0
7038,MaziEmmaOgbonna,2644,6.56,6.52,0.04,0,0,0
7039,TweetsAzaan1,3535,6.55,6.49,0.06,0,0,0
7040,coinbureau,1002290,6.55,5.38,1.17,0,0,0
7041,catonale,3205,6.54,6.44,0.11,0,0,0
7042,cuong0609,19899,6.54,5.32,1.23,0,0,0
7043,GhostbusterNFT,2821,6.54,6.42,0.12,0,0,0
7044,DougE_Freshness,2684,6.54,6.5,0.04,0,0,0
7045,Cryptowushi,32797,6.54,3.95,2.59,0,0,0
7046,flyabstractart,5457,6.54,6.47,0.07,0,0,0
7047,JOGNETWORK_,18106,6.54,6.34,0.2,0,0,0
7048,cal_ej,3901,6.53,6.48,0.05,0,0,0
7049,ZachBoychuk,785536,6.53,5.67,0.86,0,0,0
7050,ZoharaElva,4083,6.52,6.49,0.03,0,0,0
7051,AmanOnchain,3452,6.52,6.41,0.11,0,0,0
7052,0x_jayce,2674,6.52,6.47,0.05,0,0,0
7053,yudhidwi_,10851,6.51,6.04,0.47,0,0,0
7054,GoldswaggerEth,4025,6.51,6.43,0.08,0,0,0
7055,luyuban69,7693,6.51,5.22,1.29,0,0,0
7056,0xBillie,2734,6.5,6.48,0.03,0,0,0
7057,NhuNgoc2k,4866,6.5,6.45,0.05,0,0,0
7058,Bum_cryptotiger,7431,6.5,5.02,1.48,0,0,0
7059,oldman_cek,6749,6.49,4.23,2.27,0,0,0
7060,SunnWishhh,3708,6.47,6.41,0.06,0,0,0
7061,cmacNFT,2739,6.47,6.43,0.05,0,0,0
7062,chenchen4410999,3696,6.47,4.03,2.44,0,0,0
7063,ShinseiCEO,4920,6.47,6.41,0.05,0,0,0
7064,0xRoronoaZ,134692,6.47,5.48,0.99,0,0,0
7065,TTjewellerr,2707,6.46,6.42,0.04,0,0,0
7066,BigLouCapital,5163,6.45,6.26,0.19,0,0,0
7067,Drivetomoon51,4429,6.45,6.27,0.18,0,0,0
7068,Thunapsssy,3684,6.44,6.4,0.04,0,0,0
7069,Digiweb3_,2683,6.44,6.33,0.11,0,0,0
7070,OrdPredator,4479,6.43,6.33,0.1,0,0,0
7071,Cryptobright001,3510,6.43,5.7,0.73,0,0,0
7072,Nabs0072023,2769,6.41,6.38,0.03,0,0,0
7073,arv_arm,2640,6.41,6.38,0.03,0,0,0
7074,satoshi3224,4184,6.4,6.35,0.05,0,0,0
7075,Bogzkie1,2954,6.4,6.36,0.04,0,0,0
7076,easonyew,9603,6.4,5.08,1.32,0,0,0
7077,Chimatics,4131,6.39,6.37,0.03,0,0,0
7078,btckabi,27999,6.39,3.23,3.16,0,0,0
7079,MaiJunaid,4591,6.39,6.33,0.06,0,0,0
7080,0xGonza,2661,6.39,6.32,0.07,0,0,0
7081,unclefrog_ETH,6399,6.38,6.32,0.06,0,0,0
7082,mr_simakoff,4738,6.37,6.24,0.13,0,0,0
7083,ashparker_eth,34424,6.37,5.99,0.38,0,0,0
7084,young8uddha,20821,6.37,6.22,0.14,0,0,0
7085,VireGeek,20632,6.37,3.73,2.64,0,0,0
7086,heyohletsgoooo,4261,6.37,6.13,0.23,0,0,0
7087,BearDegen_eth,19530,6.36,6.05,0.32,0,0,0
7088,SultanOfCrypto_,3112,6.36,6.25,0.11,0,0,0
7089,stinkypablo,2949,6.35,6.21,0.14,0,0,0
7090,tom_hirst,31641,6.35,6.23,0.12,0,0,0
7091,51mplicity,2724,6.34,5.27,1.08,0,0,0
7092,Doritraa,6217,6.34,5.63,0.7,0,0,0
7093,0xKae_,2563,6.33,6.18,0.16,0,0,0
7094,drewlivanos,20989,6.33,6.24,0.09,0,0,0
7095,Ox98c8888,11727,6.32,6.29,0.03,0,0,0
7096,Lux_V_N,2850,6.3,6.19,0.12,0,0,0
7097,minato3570,6950,6.3,6.1,0.2,0,0,0
7098,ALIYU_DT,3900,6.3,6.03,0.27,0,0,0
7099,honeyoftoday,5036,6.3,3.99,2.3,0,0,0
7100,dhasting2001,5065,6.29,6.17,0.12,0,0,0
7101,duitkripto,2839,6.28,6.25,0.03,0,0,0
7102,collecteur_du57,6120,6.28,6.22,0.06,0,0,0
7103,ngocbich1989,4805,6.28,6.23,0.05,0,0,0
7104,blxn_0x,14662,6.28,6.17,0.1,0,0,0
7105,iamjustvictor,2866,6.27,6.17,0.1,0,0,0
7106,Alansurry,2755,6.27,6.21,0.06,0,0,0
7107,ddazmon,2864,6.27,5.43,0.83,0,0,0
7108,kongxairdrop,2548,6.26,5.39,0.87,0,0,0
7109,SlavesMo,6334,6.25,6.24,0.01,0,0,0
7110,nothamanof,8184,6.25,6.07,0.18,0,0,0
7111,p00r_Rico,3202,6.25,6.15,0.09,0,0,0
7112,0xdahua,34827,6.24,2.99,3.26,0,0,0
7113,losxbt,11967,6.24,6.15,0.09,0,0,0
7114,theinkedminkNFT,13419,6.23,6.05,0.19,0,0,0
7115,1h4h4_,9848,6.23,6.05,0.18,0,0,0
7116,Wondoria_io,3658,6.23,6.21,0.02,0,0,0
7117,Kvngdomdao,2687,6.23,6.18,0.04,0,0,0
7118,AddictCryptoBoy,5222,6.23,5.29,0.93,0,0,0
7119,ay0kunle_x,3195,6.22,6.19,0.03,0,0,0
7120,AirdropAddicts_,3284,6.21,6.16,0.04,0,0,0
7121,Exumerra,6894,6.2,6.01,0.19,0,0,0
7122,RenderVisionNFT,2819,6.19,6.17,0.02,0,0,0
7123,Horlanr1Ibrahim,5676,6.19,5.91,0.28,0,0,0
7124,wang_xiaolou,27836,6.19,3.91,2.28,0,0,0
7125,poppy21816338,3004,6.18,5.49,0.69,0,0,0
7126,0x36QASIM,3467,6.18,5.44,0.75,0,0,0
7127,LuckyApeJack,6617,6.18,6.14,0.04,0,0,0
7128,Layer0solution,2932,6.17,6.03,0.14,0,0,0
7129,web3YJ,70051,6.17,2.92,3.25,0,0,0
7130,GodfayWeb3,4973,6.17,2.72,3.45,0,0,0
7131,0xAlif,5431,6.16,6.11,0.06,0,0,0
7132,NinkaiMaryam,3560,6.15,6.04,0.12,0,0,0
7133,NFTSammy_P,5785,6.15,6.11,0.04,0,0,0
7134,Gallanttv7,6283,6.14,6.08,0.05,0,0,0
7135,erking2049,4303,6.13,6.1,0.04,0,0,0
