rank,username,followerCount,score,signalScore,noisePoints,totalEngagement,engagementRate,averageEngagementPerPost
2466,crypto_freakk07,9362,36.04,34.91,1.13,0,0,0
2467,the_web3breeze,2864,36.03,35.42,0.61,0,0,0
2468,trang110998,3586,36.03,34.6,1.43,0,0,0
2469,honeybdot,13999,36.02,33.72,2.3,0,0,0
2470,cyrotrading,4698,36.02,33.14,2.87,0,0,0
2471,airdrops_io,161267,36.0,34.53,1.47,0,0,0
2472,Elusive_Pepe,2928,36.0,35.04,0.96,0,0,0
2473,NinjutsuApex,50655,35.98,32.86,3.11,0,0,0
2474,0xPatchara,12354,35.96,31.44,4.52,0,0,0
2475,darhtch,15247,35.95,34.16,1.79,0,0,0
2476,0xdebbie,11267,35.95,32.91,3.04,0,0,0
2477,0xlilducky,4951,35.94,34.61,1.32,0,0,0
2478,peters8620,8132,35.93,34.52,1.41,0,0,0
2479,CeeVeee93,12514,35.93,30.85,5.08,0,0,0
2480,Cryptocore001,3270,35.93,33.65,2.28,0,0,0
2481,ALAYNA_NFTs,9276,35.93,33.57,2.36,0,0,0
2482,valkiz_jr,2869,35.92,34.69,1.23,0,0,0
2483,tanialemon_,6030,35.91,34.34,1.57,0,0,0
2484,TheBTCPepe,3579,35.91,34.01,1.89,0,0,0
2485,Franciscrypt1,2588,35.91,33.37,2.54,0,0,0
2486,Pjorge_M,4843,35.9,34.9,1.0,0,0,0
2487,I_am_Your_liege,4217,35.9,33.54,2.36,0,0,0
2488,ScottyTheCoach,11211,35.89,34.53,1.36,0,0,0
2489,doomergirl_exe,4448,35.88,34.35,1.53,0,0,0
2490,MessariCrypto,432675,35.88,33.13,2.75,0,0,0
2491,royalarp,5262,35.87,34.34,1.53,0,0,0
2492,kenji_meme,9701,35.86,34.25,1.61,0,0,0
2493,dabomb9ja,15753,35.83,34.67,1.16,0,0,0
2494,gabrielhaines,60815,35.83,31.94,3.88,0,0,0
2495,GinoTheGhost,35503,35.81,32.7,3.11,0,0,0
2496,JuujuGirl,21270,35.79,33.62,2.18,0,0,0
2497,lifofifo,28946,35.79,33.41,2.38,0,0,0
2498,Joestar_sann,5221,35.76,32.87,2.89,0,0,0
2499,Kennylawrence_,15111,35.76,34.82,0.94,0,0,0
2500,Purple_M0ney,3538,35.75,33.31,2.44,0,0,0
2501,0xMCGeth,3413,35.73,33.49,2.24,0,0,0
2502,INRISOLITE,4670,35.73,32.48,3.24,0,0,0
2503,0xlekun,4090,35.72,34.34,1.38,0,0,0
2504,TaoKoltes,6310,35.72,32.24,3.48,0,0,0
2505,majdi_sw,4016,35.71,32.75,2.96,0,0,0
2506,RifatOfficiall,5437,35.71,32.09,3.62,0,0,0
2507,Web3Karina,5197,35.7,33.08,2.62,0,0,0
2508,Whitelist1Media,13004,35.69,34.15,1.55,0,0,0
2509,Stocks824,4965,35.69,34.99,0.7,0,0,0
2510,defi_ayda,15365,35.68,33.71,1.97,0,0,0
2511,harrywilson011,3957,35.67,34.08,1.59,0,0,0
2512,xButko98,7741,35.66,33.93,1.73,0,0,0
2513,kripto_zey,14028,35.66,32.51,3.15,0,0,0
2514,QTee99,2786,35.66,34.71,0.95,0,0,0
2515,Lblaeyz21,3248,35.65,34.84,0.81,0,0,0
2516,printer_brrr,11885,35.65,34.61,1.04,0,0,0
2517,VarrockBank,6798,35.64,34.23,1.41,0,0,0
2518,0xStraub,5912,35.62,33.95,1.68,0,0,0
2519,0xjojoo,4357,35.62,31.24,4.38,0,0,0
2520,MPmetaX,2911,35.62,32.94,2.68,0,0,0
2521,CryptoKamesh,3290,35.62,35.03,0.59,0,0,0
2522,TopuWeb3,7238,35.61,34.52,1.09,0,0,0
2523,Harunaa262,3724,35.6,34.77,0.83,0,0,0
2524,nezuron_,4454,35.59,34.6,0.98,0,0,0
2525,TheChainGamer,8599,35.57,34.8,0.78,0,0,0
2526,meltec_mel1124,11202,35.56,31.57,3.98,0,0,0
2527,twizzybanks7,3547,35.54,34.76,0.79,0,0,0
2528,kelvinoyibo2,14901,35.52,32.86,2.66,0,0,0
2529,bitfinex,944722,35.51,33.38,2.13,0,0,0
2530,FatElrato23,8463,35.51,31.59,3.92,0,0,0
2531,Lizmej12,9202,35.5,32.25,3.25,0,0,0
2532,W00DS_eth,7967,35.49,33.39,2.1,0,0,0
2533,depressivehacks,5690,35.49,34.47,1.02,0,0,0
2534,basedbmar,6459,35.49,31.71,3.78,0,0,0
2535,freshhchris,4183,35.48,33.58,1.9,0,0,0
2536,Belteiin,3795,35.48,31.73,3.74,0,0,0
2537,zaff_nft,4070,35.47,33.14,2.33,0,0,0
2538,CryptoVikings07,69714,35.46,32.65,2.81,0,0,0
2539,EAPESCLUB,30575,35.46,31.78,3.68,0,0,0
2540,UgwuezeChijioke,3276,35.45,35.0,0.46,0,0,0
2541,erm_pk,4859,35.45,34.77,0.68,0,0,0
2542,crypto1_mafia01,3355,35.44,32.47,2.97,0,0,0
2543,ConfidoWeb3,3064,35.43,32.24,3.19,0,0,0
2544,AleyProbably,14318,35.43,34.16,1.27,0,0,0
2545,zemehe_,5256,35.42,34.73,0.69,0,0,0
2546,Falalu83,2990,35.4,34.36,1.03,0,0,0
2547,_biggids,3533,35.36,32.96,2.4,0,0,0
2548,baka_artist,7215,35.35,34.01,1.34,0,0,0
2549,cl_samm,2474,35.35,34.19,1.16,0,0,0
2550,tiCkr0x,5477,35.35,32.3,3.04,0,0,0
2551,web3berg,9438,35.34,33.61,1.74,0,0,0
2552,jaadasss,7779,35.34,34.12,1.22,0,0,0
2553,Luffyapt,4952,35.34,33.95,1.39,0,0,0
2554,prettydaes,3899,35.34,33.63,1.71,0,0,0
2555,web3lady_,2910,35.33,33.14,2.19,0,0,0
2556,TheSoftLifeNaza,7102,35.32,34.28,1.03,0,0,0
2557,j0vany1,2979,35.31,34.4,0.91,0,0,0
2558,King88sol,3914,35.29,34.25,1.03,0,0,0
2559,voxelqueen,13348,35.28,33.06,2.22,0,0,0
2560,wagmiAlexander,17481,35.25,32.82,2.44,0,0,0
2561,0xchemistry,30344,35.25,32.88,2.37,0,0,0
2562,shannholmberg,15073,35.21,30.44,4.77,0,0,0
2563,cdkns93,4461,35.19,34.03,1.16,0,0,0
2564,roccoscrypto,11258,35.18,32.95,2.23,0,0,0
2565,FarmingLegendX,3054,35.14,33.79,1.35,0,0,0
2566,banterlytics,4353,35.12,34.02,1.09,0,0,0
2567,coinverz,5971,35.11,33.71,1.4,0,0,0
2568,EdstechD,2892,35.09,32.96,2.13,0,0,0
2569,Pedrocramos,3058,35.08,34.15,0.93,0,0,0
2570,sohan269,4273,35.07,33.77,1.3,0,0,0
2571,BitCamX,5669,35.06,33.95,1.11,0,0,0
2572,Slayed_eth,9739,35.05,32.04,3.01,0,0,0
2573,6mirra6,4264,35.05,33.07,1.98,0,0,0
2574,villium007,3094,35.04,33.48,1.56,0,0,0
2575,gage_bratz,4860,35.04,33.28,1.76,0,0,0
2576,danheld,791391,35.04,32.49,2.55,0,0,0
2577,mztafuzz,2659,35.01,31.58,3.43,0,0,0
2578,BardDoctor001,3100,35.01,34.06,0.95,0,0,0
2579,Gstoregame40075,3460,35.0,32.78,2.22,0,0,0
2580,Xukiweb3,5147,34.99,33.85,1.14,0,0,0
2581,trondao,1747927,34.98,30.61,4.37,0,0,0
2582,Royal_sui,5334,34.98,33.24,1.73,0,0,0
2583,BadlyNasty,5822,34.96,31.44,3.52,0,0,0
2584,0xEmmex,3322,34.96,32.62,2.34,0,0,0
2585,femi_themayor,3090,34.95,34.1,0.85,0,0,0
2586,bullishpay_,9121,34.95,32.36,2.59,0,0,0
2587,HollanderAdam,75842,34.94,31.73,3.21,0,0,0
2588,briangarrett,143141,34.94,31.24,3.69,0,0,0
2589,_theshash,2722,34.92,34.28,0.64,0,0,0
2590,flaxsed,5341,34.91,33.58,1.33,0,0,0
2591,swankyjohnx,13943,34.91,33.55,1.36,0,0,0
2592,UZAIR_FFA,8870,34.9,31.45,3.45,0,0,0
2593,0xCheeezzyyyy,7921,34.88,33.71,1.17,0,0,0
2594,lindame55ina,5444,34.88,31.28,3.6,0,0,0
2595,NateLawson,7115,34.88,33.91,0.97,0,0,0
2596,bless_ive,2658,34.86,33.93,0.93,0,0,0
2597,unnattybrah,20597,34.84,32.31,2.53,0,0,0
2598,Xwellis22,3294,34.83,33.58,1.26,0,0,0
2599,NazmulXfh,2666,34.82,33.13,1.69,0,0,0
2600,Love2Ideate,8313,34.82,32.81,2.0,0,0,0
2601,danielchideraa,5295,34.82,33.83,0.98,0,0,0
2602,_krishnagori,10398,34.79,33.4,1.39,0,0,0
2603,folavisuals,2835,34.77,33.02,1.75,0,0,0
2604,ethcrb,2952,34.75,33.18,1.58,0,0,0
2605,tonychilla_eth,3851,34.74,33.84,0.9,0,0,0
2606,555elnaz,10060,34.74,31.9,2.84,0,0,0
2607,0xAdesola,25255,34.71,33.19,1.52,0,0,0
2608,AdrianOfWeb3,3723,34.71,31.18,3.52,0,0,0
2609,hankypymZero,10031,34.7,33.08,1.62,0,0,0
2610,daboy_111,8908,34.67,33.58,1.09,0,0,0
2611,codooffice,2883,34.67,33.69,0.98,0,0,0
2612,hollymcsaint,3051,34.66,33.19,1.46,0,0,0
2613,Bashaa2003,2701,34.63,31.89,2.74,0,0,0
2614,JovankaEth,32900,34.62,33.29,1.33,0,0,0
2615,Niners,4328,34.61,32.59,2.02,0,0,0
2616,ajoyroy111,2669,34.61,33.92,0.68,0,0,0
2617,Kingnobrex_,13980,34.58,33.44,1.13,0,0,0
2618,AgingDeath,52470,34.58,29.95,4.63,0,0,0
2619,Leonardo_CMNT,9553,34.57,33.08,1.5,0,0,0
2620,dicypher_,4165,34.57,32.64,1.93,0,0,0
2621,0x_junnu,3193,34.56,32.54,2.02,0,0,0
2622,jargon_sol,26698,34.55,29.82,4.73,0,0,0
2623,abbey_45,2653,34.55,32.46,2.09,0,0,0
2624,ikear,3783,34.55,32.92,1.64,0,0,0
2625,_ifycalex,16216,34.54,32.39,2.16,0,0,0
2626,sarang_tegg,7051,34.54,31.47,3.07,0,0,0
2627,MetaBaz7,3735,34.53,31.94,2.59,0,0,0
2628,chubzxmeta,3329,34.51,33.3,1.21,0,0,0
2629,KungfuHavestyle,23311,34.5,31.38,3.12,0,0,0
2630,O_zhayn,8574,34.49,33.1,1.39,0,0,0
2631,TheCryptoGrit,16244,34.49,33.09,1.4,0,0,0
2632,alidotton,33240,34.47,32.04,2.43,0,0,0
2633,RockieRockie_,8562,34.46,33.07,1.4,0,0,0
2634,cv_alphas,7987,34.46,33.71,0.76,0,0,0
2635,True_Loves01,3944,34.45,33.57,0.88,0,0,0
2636,RealEnormous,4566,34.44,33.32,1.12,0,0,0
2637,HridoyJoy17,2688,34.44,33.29,1.15,0,0,0
2638,leukocyteng1,3250,34.44,33.15,1.29,0,0,0
2639,Ippy_World,10097,34.43,30.42,4.0,0,0,0
2640,emzzill,2849,34.42,33.35,1.07,0,0,0
2641,Web3lfgg,46398,34.38,29.89,4.49,0,0,0
2642,tyguyot,5531,34.37,30.59,3.78,0,0,0
2643,web3wikis,7235,34.36,33.24,1.12,0,0,0
2644,Jing_719,3045,34.33,33.01,1.32,0,0,0
2645,degen_rouge,3113,34.32,31.12,3.19,0,0,0
2646,0xsunil_14,5986,34.32,33.05,1.27,0,0,0
2647,BaerEvo_,27716,34.32,32.4,1.91,0,0,0
2648,SlMJoka,5069,34.31,32.86,1.45,0,0,0
2649,SkabWorks,5192,34.31,31.83,2.48,0,0,0
2650,Neslie_eth,3826,34.3,33.57,0.72,0,0,0
2651,Cryptozins,56597,34.3,31.9,2.39,0,0,0
2652,rykenny,14308,34.29,31.72,2.56,0,0,0
2653,Doublejay_999,3021,34.28,32.39,1.89,0,0,0
2654,_Akzee,6030,34.28,33.21,1.07,0,0,0
2655,CrrazyBlazer,6204,34.27,33.12,1.15,0,0,0
2656,tripleostudios,4189,34.27,32.72,1.55,0,0,0
2657,neeharrt,5460,34.26,32.29,1.97,0,0,0
2658,xxCJ78xx,4904,34.25,33.19,1.06,0,0,0
2659,Badboy1B,17801,34.22,29.73,4.5,0,0,0
2660,classicmaxwell,5779,34.22,31.87,2.35,0,0,0
2661,_JC_DeFi,5776,34.21,29.24,4.98,0,0,0
2662,obymuralex,2532,34.21,31.81,2.4,0,0,0
2663,Neverroninn_,3262,34.2,32.91,1.29,0,0,0
2664,richie_bitcoin,8698,34.19,30.86,3.34,0,0,0
2665,bradkat70,4154,34.18,32.53,1.65,0,0,0
2666,0xErv,2754,34.17,32.56,1.61,0,0,0
2667,sethh99x,2663,34.17,32.3,1.87,0,0,0
2668,itsyourabdul,3540,34.16,33.16,1.0,0,0,0
2669,OfoluwaJ,3727,34.14,33.19,0.96,0,0,0
2670,_BillionAireSon,114176,34.14,30.94,3.2,0,0,0
2671,_weidai,15222,34.14,32.7,1.44,0,0,0
2672,AbdulManna84717,8915,34.13,31.71,2.43,0,0,0
2673,erkingzweb3,16704,34.13,32.31,1.82,0,0,0
2674,0xAbruzzi,6561,34.13,32.53,1.6,0,0,0
2675,Nadir_Nfts,10121,34.12,31.44,2.68,0,0,0
2676,2shabby,15615,34.12,32.96,1.16,0,0,0
2677,Defi_fanatic,5242,34.11,32.56,1.55,0,0,0
2678,BullishBuddah,2696,34.09,32.99,1.11,0,0,0
2679,0xMaax,15943,34.09,31.85,2.24,0,0,0
2680,mega_web3,4560,34.07,31.71,2.36,0,0,0
2681,SEONG_1027,3206,34.07,30.12,3.95,0,0,0
2682,DefiPlayGirl,17443,34.06,32.75,1.31,0,0,0
2683,jowenNFT,8855,34.05,32.61,1.44,0,0,0
2684,KyrgioNFT,25684,34.03,31.39,2.64,0,0,0
2685,StarrrSignz,3792,34.01,30.43,3.58,0,0,0
2686,CyrptoJay2285,4400,34.01,32.92,1.1,0,0,0
2687,nikihandsome7,11191,34.0,33.0,1.01,0,0,0
2688,lumenszn,7901,34.0,32.7,1.3,0,0,0
2689,Kwesil1,2553,33.96,33.53,0.44,0,0,0
2690,snmedialife,2729,33.95,33.53,0.41,0,0,0
2691,ReeceSBTC,19554,33.94,31.36,2.58,0,0,0
2692,10000BRC,76472,33.93,24.98,8.95,0,0,0
2693,Pato_programs,4402,33.93,30.47,3.46,0,0,0
2694,Yoghijuliansa_,4031,33.93,33.07,0.86,0,0,0
2695,gemsnper,2794,33.92,33.15,0.77,0,0,0
2696,fomoPhil_,5501,33.9,32.17,1.73,0,0,0
2697,April_Zoe_AZ,2659,33.9,32.05,1.85,0,0,0
2698,CelticMatheus,42461,33.89,31.96,1.93,0,0,0
2699,absPEBBLES,5220,33.89,32.81,1.08,0,0,0
2700,fineboytunde_,209681,33.88,31.61,2.27,0,0,0
2701,hieu06730313,4157,33.87,32.02,1.85,0,0,0
2702,remusofmars,7842,33.86,32.61,1.25,0,0,0
2703,0xdort,11258,33.86,31.65,2.2,0,0,0
2704,tom_web31,4600,33.85,30.49,3.37,0,0,0
2705,0xfJuan,6554,33.85,32.42,1.43,0,0,0
2706,chrizyoung_,6863,33.84,31.5,2.34,0,0,0
2707,lethoisu2022,2500,33.84,33.07,0.77,0,0,0
2708,Sidhu1313Sidhu,2889,33.82,31.71,2.11,0,0,0
2709,Farahnaz133,3163,33.8,31.51,2.29,0,0,0
2710,harshitdave,23534,33.8,29.35,4.45,0,0,0
2711,el_certified,3320,33.79,32.56,1.24,0,0,0
2712,Unclemac_eth,4068,33.79,31.2,2.59,0,0,0
2713,GodwinS21119790,2695,33.75,33.37,0.38,0,0,0
2714,0xpac_,3047,33.73,33.14,0.59,0,0,0
2715,nft_mugen,5035,33.73,32.16,1.57,0,0,0
2716,PacmanNFT,7546,33.72,31.48,2.24,0,0,0
2717,MEJ50749,86915,33.72,26.28,7.44,0,0,0
2718,0xRavenium,6516,33.71,33.21,0.5,0,0,0
2719,Trathoa,3575,33.71,30.58,3.12,0,0,0
2720,0xmumeen,2934,33.7,32.5,1.2,0,0,0
2721,guto_hidalgo,4080,33.7,31.15,2.55,0,0,0
2722,cryptonian350,7519,33.67,30.11,3.56,0,0,0
2723,Enubilous321,3715,33.67,31.79,1.88,0,0,0
2724,YemmieKuti,3835,33.66,32.48,1.18,0,0,0
2725,gr0uch_,8039,33.65,31.99,1.66,0,0,0
2726,MrAlphaCoach,5685,33.65,32.62,1.03,0,0,0
2727,Nazo_ku,10258,33.65,33.01,0.64,0,0,0
2728,JASE_444,7022,33.64,31.04,2.6,0,0,0
2729,Timmygspt,2790,33.64,32.33,1.31,0,0,0
2730,nazmul10fr,5101,33.63,32.62,1.01,0,0,0
2731,AlyssaDerstine,6921,33.63,31.33,2.31,0,0,0
2732,hooray_x,17677,33.63,31.34,2.29,0,0,0
2733,TheeHustleHouse,70115,33.62,29.49,4.13,0,0,0
2734,mikeygnft,13690,33.62,32.17,1.45,0,0,0
2735,Airdropalertcom,194172,33.6,32.31,1.3,0,0,0
2736,sakshimiishra,3522,33.59,32.38,1.22,0,0,0
2737,nocoffeenobrain,8753,33.57,30.99,2.59,0,0,0
2738,ism_sol,4330,33.56,32.68,0.88,0,0,0
2739,isan_ly,10920,33.56,30.37,3.19,0,0,0
2740,web3locki,3102,33.54,32.82,0.73,0,0,0
2741,FelineFiendz,50447,33.54,30.04,3.5,0,0,0
2742,SteveCubes,2555,33.53,32.64,0.89,0,0,0
2743,Markkrypt,8833,33.5,32.55,0.96,0,0,0
2744,AlphaTestoor,6985,33.5,32.84,0.66,0,0,0
2745,Highscore22,5045,33.5,29.87,3.63,0,0,0
2746,pArtySHIP1202,3235,33.5,32.1,1.4,0,0,0
2747,lilbratel3na,43136,33.49,31.12,2.36,0,0,0
2748,Fujiar_10,2538,33.48,32.77,0.71,0,0,0
2749,slamwontmiss,2813,33.48,31.78,1.7,0,0,0
2750,Truth_Web3,4398,33.47,28.69,4.78,0,0,0
2751,jakeyPRMR,6090,33.47,32.41,1.06,0,0,0
2752,Dandani06,5838,33.47,32.15,1.32,0,0,0
2753,AgniesskaS,2851,33.46,32.25,1.21,0,0,0
2754,humanbelaa,17436,33.44,29.21,4.23,0,0,0
2755,_markfenner,5371,33.42,32.51,0.91,0,0,0
2756,0xNeodallas,3081,33.41,32.37,1.04,0,0,0
2757,UX_whiz,2732,33.41,31.54,1.87,0,0,0
2758,CryptoGenio_,4309,33.41,32.52,0.89,0,0,0
2759,Adecrypt1,2728,33.41,31.78,1.63,0,0,0
2760,Majeeednft,12512,33.41,30.82,2.59,0,0,0
2761,Mind_XXXXX,8057,33.4,32.33,1.07,0,0,0
2762,CTKells,5057,33.39,33.04,0.35,0,0,0
2763,Lamb_sNFT,11045,33.39,31.89,1.5,0,0,0
2764,Giii_014,11075,33.36,30.75,2.6,0,0,0
2765,gomtu_xyz,12405,33.34,28.54,4.8,0,0,0
2766,SolanaMalos,2568,33.33,32.49,0.84,0,0,0
2767,fede_intern,50815,33.3,31.12,2.18,0,0,0
2768,abstaina_eth,5705,33.3,32.6,0.7,0,0,0
2769,armaniferrante,145743,33.3,30.81,2.49,0,0,0
2770,vespamatic96,7151,33.29,28.3,4.99,0,0,0
2771,Crazy_Rickey,3050,33.28,32.26,1.02,0,0,0
2772,wholisticguy,7294,33.25,32.42,0.83,0,0,0
2773,phoenix_jay1,6865,33.24,31.72,1.52,0,0,0
2774,MdTamim470123,4443,33.24,32.67,0.57,0,0,0
2775,ebukaarcryppted,13565,33.24,32.24,1.0,0,0,0
2776,QuigleyNFT,52864,33.23,30.66,2.57,0,0,0
2777,Web3_Memento,4856,33.23,32.01,1.22,0,0,0
2778,0xCopyright_eth,3285,33.22,31.72,1.5,0,0,0
2779,cryptoeternall,61349,33.22,30.06,3.17,0,0,0
2780,sconty14,2758,33.21,32.2,1.02,0,0,0
2781,iamSpacemann,2658,33.21,32.48,0.72,0,0,0
2782,Flawwllesss,4128,33.21,32.25,0.96,0,0,0
2783,nix_eth,20156,33.19,31.31,1.88,0,0,0
2784,blockiosaurus,5840,33.19,31.93,1.26,0,0,0
2785,0xCeefu,4824,33.19,32.71,0.47,0,0,0
2786,siw0bbyte,10003,33.18,29.76,3.42,0,0,0
2787,realschism,3906,33.17,31.4,1.78,0,0,0
2788,0xGadevin,3846,33.17,32.4,0.76,0,0,0
2789,rafazulia,3727,33.16,30.32,2.84,0,0,0
2790,MisterPente,5792,33.14,32.26,0.88,0,0,0
2791,0xDecision,20081,33.13,31.26,1.87,0,0,0
2792,ZanDilberian,4992,33.12,32.35,0.78,0,0,0
2793,_DI_DAN,4028,33.12,30.6,2.51,0,0,0
2794,BadManCollabs,5694,33.11,32.15,0.97,0,0,0
2795,JuiceWeb3,8672,33.1,31.85,1.26,0,0,0
2796,_BigTudor,37707,33.08,31.47,1.62,0,0,0
2797,Bigmayor_16,4278,33.08,32.25,0.83,0,0,0
2798,shadatofficial1,4489,33.08,32.09,0.99,0,0,0
2799,anarcaze,47464,33.08,31.09,1.99,0,0,0
2800,hermesmeta,11358,33.07,29.87,3.2,0,0,0
2801,anstapnever,2596,33.06,31.61,1.45,0,0,0
2802,madlmentaaa,7981,33.06,31.94,1.12,0,0,0
2803,JACKPOTJB77,5375,33.05,32.11,0.94,0,0,0
2804,Farhanist2,2577,33.04,31.71,1.34,0,0,0
2805,tradesgiving,9229,33.03,31.87,1.17,0,0,0
2806,anhdang2611,7890,33.01,31.01,2.0,0,0,0
2807,GangLavaa,3817,33.01,31.64,1.37,0,0,0
2808,iamkeegan3,11065,33.0,31.64,1.36,0,0,0
2809,SymuriaX,3164,32.95,31.45,1.5,0,0,0
2810,RandomWorkx,4578,32.95,31.72,1.23,0,0,0
2811,mimimi_koro,3059,32.95,31.55,1.4,0,0,0
2812,BearEarn,79635,32.94,29.97,2.98,0,0,0
2813,dinhnguyen93vn,2799,32.94,31.99,0.95,0,0,0
2814,zangart90,3208,32.94,31.69,1.25,0,0,0
2815,OctoPeepsNFTs,6340,32.94,31.41,1.53,0,0,0
2816,0xG00gly,11528,32.93,31.01,1.92,0,0,0
2817,Iam_sirteee,86086,32.9,29.0,3.9,0,0,0
2818,stephensantoro_,2828,32.9,31.97,0.93,0,0,0
2819,T_Julliann,5611,32.9,30.82,2.08,0,0,0
2820,bubblegum_dee,24590,32.87,29.88,2.99,0,0,0
2821,ghorgari,3413,32.84,32.14,0.7,0,0,0
2822,DavidNormie0,3101,32.84,31.18,1.65,0,0,0
2823,VooDooNemesi,5879,32.82,30.42,2.4,0,0,0
2824,forca_t,2985,32.82,31.31,1.51,0,0,0
2825,nguyenduc130185,3077,32.8,30.68,2.12,0,0,0
2826,meta_alchemist,31513,32.8,28.98,3.82,0,0,0
2827,AiFlippa,5410,32.79,32.0,0.79,0,0,0
2828,baronal999,2517,32.78,31.74,1.04,0,0,0
2829,TwitPrensi,157880,32.77,29.12,3.65,0,0,0
2830,Rahmanbarik,4354,32.77,32.01,0.76,0,0,0
2831,kai_ju77,6083,32.76,31.28,1.49,0,0,0
2832,MasonL0unge,12557,32.71,31.58,1.13,0,0,0
2833,KOWSKY_,10807,32.69,31.63,1.06,0,0,0
2834,Web3_icon,3182,32.69,32.07,0.62,0,0,0
2835,O21Sonic,3609,32.69,31.43,1.26,0,0,0
2836,_daqspyda_,3319,32.65,32.02,0.63,0,0,0
2837,Foryet2,9877,32.65,31.56,1.08,0,0,0
2838,RealDeFiGregg,13707,32.64,30.33,2.31,0,0,0
2839,0xPulseguy,11698,32.63,29.07,3.56,0,0,0
2840,alyctalks,2823,32.62,32.14,0.47,0,0,0
2841,danbuildss,11854,32.61,31.6,1.01,0,0,0
2842,TrycVerrse,12908,32.6,31.05,1.55,0,0,0
2843,pfourma,4756,32.59,30.58,2.01,0,0,0
2844,JossyBlaak,3172,32.58,29.8,2.78,0,0,0
2845,borladayo,11534,32.58,31.37,1.21,0,0,0
2846,iamdegods,2694,32.57,32.14,0.43,0,0,0
2847,DeFi0dds,3442,32.56,31.32,1.24,0,0,0
2848,RealXHabib,24751,32.55,30.97,1.58,0,0,0
2849,CryptoMasterCom,84723,32.55,30.62,1.93,0,0,0
2850,ACthreeNFT,7257,32.54,30.85,1.69,0,0,0
2851,Marlinweb3,3254,32.53,30.26,2.27,0,0,0
2852,BoredElonMusk,1679256,32.51,27.24,5.26,0,0,0
2853,nett0eth,5512,32.5,31.31,1.19,0,0,0
2854,nootonabstract,13224,32.49,27.75,4.74,0,0,0
2855,KING_BABYBAY,90726,32.49,29.45,3.04,0,0,0
2856,Nihad_Hossain01,3970,32.49,31.66,0.83,0,0,0
2857,husker_eth,7891,32.48,30.48,2.0,0,0,0
2858,nikmorex,3921,32.46,30.98,1.48,0,0,0
2859,Berna7224,3221,32.46,30.2,2.25,0,0,0
2860,jail2tales,2821,32.46,31.65,0.81,0,0,0
2861,eb3nzr,13691,32.45,31.24,1.21,0,0,0
2862,abdul_Quduus,2525,32.41,31.12,1.28,0,0,0
2863,AdrewXvii,8531,32.4,30.2,2.2,0,0,0
2864,Nalua462686,4036,32.39,30.04,2.35,0,0,0
2865,DM_Chilli_,4417,32.38,31.72,0.66,0,0,0
2866,CryptoCamNFT,5181,32.37,31.36,1.01,0,0,0
2867,KieranOnBase,7132,32.37,31.3,1.08,0,0,0
2868,Blum_OG,48135,32.37,29.93,2.44,0,0,0
2869,deba215,8714,32.37,31.26,1.11,0,0,0
2870,michLx0,9686,32.37,30.78,1.59,0,0,0
2871,vechainofficial,633059,32.36,30.15,2.21,0,0,0
2872,shadossxd,5681,32.36,31.68,0.68,0,0,0
2873,WhosePeteyK,6574,32.36,30.77,1.59,0,0,0
2874,Dannyhbrown,3114,32.33,31.12,1.21,0,0,0
2875,prolifer4tion,5499,32.33,29.55,2.78,0,0,0
2876,TrustlessState,246622,32.33,29.29,3.04,0,0,0
2877,Mini_Geebee,3106,32.32,31.49,0.83,0,0,0
2878,RokkeNFT,3166,32.32,31.54,0.78,0,0,0
2879,imprint_0x,4343,32.3,30.74,1.56,0,0,0
2880,0xkopil,25242,32.29,28.25,4.04,0,0,0
2881,JustinHerzig,18602,32.29,29.52,2.77,0,0,0
2882,zera_chielo,14707,32.28,29.31,2.98,0,0,0
2883,Ziyaur53,5237,32.27,31.53,0.74,0,0,0
2884,Niyiofweb3,4898,32.27,31.1,1.17,0,0,0
2885,dr3a_eth,17054,32.27,30.68,1.59,0,0,0
2886,notsidx,9290,32.26,30.68,1.58,0,0,0
2887,Crypt0M1notaur,6922,32.26,30.05,2.21,0,0,0
2888,Totinhiiio,11327,32.25,30.55,1.7,0,0,0
2889,HakanBilgetekin,8345,32.23,31.68,0.55,0,0,0
2890,imekan_udohaya,4086,32.22,31.37,0.84,0,0,0
2891,ahmedrazaeth,20358,32.21,29.99,2.22,0,0,0
2892,Sekigahara_ETH,4888,32.2,30.27,1.93,0,0,0
2893,Miraletofdefi,3111,32.19,30.61,1.58,0,0,0
2894,Desert_flower20,3394,32.17,31.02,1.16,0,0,0
2895,Defi_Gemma001,5497,32.15,31.17,0.98,0,0,0
2896,Gabii_awee,3237,32.14,30.91,1.22,0,0,0
2897,Clark10x,13344,32.13,30.95,1.18,0,0,0
2898,_tenaO,2808,32.12,31.04,1.08,0,0,0
2899,CryptodaoCore,6165,32.12,31.16,0.96,0,0,0
2900,CarloLGarcia,27271,32.11,28.82,3.29,0,0,0
2901,retsbaxyz,3442,32.1,27.9,4.2,0,0,0
2902,Romante_Xchange,2701,32.09,30.95,1.13,0,0,0
2903,cryptory4n,2455,32.08,30.62,1.46,0,0,0
2904,soonmource,7446,32.08,30.18,1.91,0,0,0
2905,Mugionobeethov1,3735,32.08,30.66,1.42,0,0,0
2906,inversebrah,368589,32.08,17.71,14.38,0,0,0
2907,MaduakolamNkiru,3575,32.08,31.05,1.03,0,0,0
